dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,labels
0.001027,15,12,7,2,2,130,162,2921.129446,31,29,506329.0938,630963.9375,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,8,2,1,2,0,0,0,3,4,0,-1
0.489952,45,1,8,52,40,37358,3276,185.732481,31,29,598262.6875,52168.375,18,8,9.598882,12.548743,906.969952,30.676168,255,4110429011,1966015788,255,0.000684,0.000547,0.000137,718,82,0,0,1,0,1,1,1,2,0,0,0,3,2,0,-1
0.611044,45,8,8,10,6,2516,268,24.548151,254,252,29654.16602,2932.685791,2,1,62.555889,82.956203,3450.410189,106.165297,255,4265176555,3466394673,255,0.269651,0.196257,0.073394,252,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,-1
0.447996,45,8,8,10,6,534,268,33.482443,254,252,8589.362305,4000.035889,2,1,49.777333,70.386797,2458.575727,106.517656,255,3636408301,3401324765,255,0.152363,0.095282,0.057081,53,45,0,0,3,1,2,1,1,3,0,0,0,1,3,0,-1
0.004107,45,7,8,8,10,1052,824,4139.27457,31,29,1794010.25,1445337.25,2,2,0.535429,0.394111,33.845256,0.709778,255,3805264511,1660968177,255,0.000718,0.000556,0.000162,132,82,1,83,3,0,5,1,1,4,0,0,1,8,1,0,-1
9e-06,15,8,4,2,0,108,0,111111.1072,254,0,48000000.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,54,0,0,0,26,2,12,12,1,26,0,0,0,12,26,0,-1
0.580957,45,8,8,10,6,584,268,25.819467,254,252,7243.221191,3084.565674,2,1,61.649444,103.122797,3285.686865,157.783141,255,2879210991,2698953838,255,0.136683,0.065335,0.071348,58,45,0,0,5,1,2,2,1,5,0,0,0,2,5,0,-1
0.059739,45,8,8,40,42,2558,23162,1355.898132,31,29,334120.0938,3027971.5,7,14,1.524026,1.444878,86.868395,85.613754,255,492656090,2695376014,255,0.000619,0.000497,0.000122,64,551,0,0,11,0,6,1,1,2,0,0,0,7,12,0,-1
1.006835,45,7,8,14,18,1684,10168,30.789554,31,29,12427.06152,76310.42188,3,5,77.422767,59.194882,8765.88972,7675.473832,255,3120089770,971522561,255,0.000651,0.000519,0.000132,120,565,1,3924,2,0,2,2,1,2,0,0,1,9,1,0,-1
0.066978,45,8,8,78,80,4550,72810,2344.053268,31,29,536534.375,8587895.0,7,33,0.865091,0.841101,49.965084,49.034831,255,645038666,645348792,255,0.000888,0.00053,0.000358,58,910,0,0,8,0,5,1,1,1,0,0,0,11,5,0,-1
0.151377,45,2,8,6,8,320,1826,85.8783,31,29,14110.46484,84451.39844,1,2,30.211,21.553857,2126.89477,52.469629,255,359129546,2766714000,255,0.000632,0.000495,0.000137,53,228,0,0,3,0,3,1,1,4,0,0,0,2,3,0,-1
0.004009,45,7,8,8,10,1042,824,4240.45894,31,29,1819905.25,1480668.5,2,2,0.524,0.382,33.141853,0.691271,255,1255766848,3402080916,255,0.000725,0.000568,0.000157,130,82,1,83,2,0,6,1,1,3,0,0,1,4,3,0,-1
2e-06,15,8,4,2,0,1064,0,500000.0013,254,0,2128000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,2,2,1,1,2,0,0,0,1,2,0,-1
0.035165,45,1,8,54,42,37808,3380,2701.549782,31,29,8442030.0,750746.4375,19,8,0.669654,0.844317,40.038729,1.838489,255,3659096291,3664271840,255,0.000683,0.000544,0.000139,700,80,0,0,2,0,3,1,1,5,0,0,0,3,1,0,-1
0.004616,45,8,8,18,18,3936,2456,7582.321989,31,29,6443674.0,4020797.0,7,7,0.253412,0.239529,12.479002,0.317773,255,357663136,2510382867,255,0.000682,0.000541,0.000141,219,136,0,0,6,0,5,1,1,4,0,0,0,4,5,0,-1
0.023048,45,8,8,52,54,3182,39076,4555.709742,31,29,1083304.375,13312391.0,7,20,0.442529,0.422774,25.480492,24.948694,255,3537296868,3537588650,255,0.000784,0.000635,0.000149,61,724,0,0,9,0,3,1,1,3,0,0,0,5,4,0,-1
0.123359,45,8,8,22,16,1470,1832,299.937575,31,29,91051.32031,111414.6484,5,4,5.874238,8.176867,442.628561,14.727309,255,2825208144,2825602691,255,0.000712,0.000585,0.000127,67,115,0,0,7,0,5,1,1,2,0,0,0,2,5,0,-1
0.001151,15,12,7,2,2,146,178,2606.429117,31,29,507384.875,618592.5,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,1,1,2,0,0,0,2,3,0,-1
0.006362,45,8,8,24,24,2062,2308,7387.613941,31,29,2486010.75,2781515.25,6,6,0.261913,0.252957,15.529048,0.365108,255,814815249,2964674402,255,0.000652,0.000535,0.000117,86,96,0,0,9,0,2,1,1,2,0,0,0,5,6,0,-1
1.005112,45,7,8,12,18,1580,10168,28.852504,31,29,11533.04297,76441.22656,3,5,91.342729,59.09294,9530.67651,7677.028038,255,2763910189,615290321,255,0.000636,0.000528,0.000108,132,565,1,3924,3,0,6,1,1,1,0,0,1,3,1,0,-1
0.035882,45,8,8,86,84,4966,75496,4709.882408,31,29,1094476.375,16631849.0,7,36,0.423393,0.431402,22.276885,22.580753,255,4028473129,4037724797,255,0.00063,0.000502,0.000128,58,899,0,0,12,0,2,1,1,3,0,0,0,7,5,0,-1
0.001006,15,12,7,2,2,146,178,2982.107425,31,29,580516.9375,707753.5,0,0,0.005,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,3,0,0,0,3,4,0,-1
0.00396,45,8,8,12,12,1064,2260,5808.080976,31,29,1971717.25,4185858.75,4,4,0.329727,0.311455,16.669104,0.375871,255,1970245048,1970515013,255,0.000645,0.000519,0.000126,89,188,0,0,2,0,2,1,1,1,0,0,0,1,4,0,-1
0.221198,15,8,7,4,4,568,312,31.645857,31,29,15407.01172,8463.005859,0,0,63.670332,68.637,90.028602,97.056773,0,0,0,0,0.0,0.0,0.0,142,78,0,0,8,0,7,1,1,4,0,0,0,4,10,0,-1
0.001003,15,12,7,2,2,130,162,2991.027057,31,29,518444.6875,646061.875,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,4,1,1,1,0,0,0,4,4,0,-1
0.567448,45,8,8,10,6,534,268,26.434139,254,252,6781.237793,3157.998535,2,1,60.889889,87.559398,3362.670923,135.719453,255,328899566,374251520,255,0.269634,0.129648,0.139986,53,45,0,0,2,1,1,1,1,2,0,0,0,2,2,0,-1
0.015916,45,8,8,48,50,2974,30506,6094.496415,31,29,1464187.0,15026892.0,7,18,0.339152,0.318687,18.898497,18.909307,255,2768760918,623693757,255,0.000769,0.000611,0.000158,62,610,0,0,6,0,2,1,1,2,0,0,0,8,9,0,-1
0.79586,45,7,8,10,10,860,1214,23.873546,62,252,7780.262695,10986.85742,2,2,88.428889,76.440336,4985.359864,154.013781,255,1986784061,1666345865,255,0.13504,0.081779,0.053261,86,121,1,140,3,1,1,1,1,2,0,0,1,9,2,0,-1
0.046501,45,2,8,6,8,320,1930,279.563883,31,29,45934.49609,290574.4063,1,2,9.236,6.568714,643.791037,15.755792,255,2831842209,2855796138,255,0.000642,0.000516,0.000126,53,241,0,0,3,0,8,1,1,5,0,0,0,5,3,0,-1
0.056074,45,8,8,48,50,2958,33044,1729.856947,31,29,413310.9688,4620180.5,7,18,1.18634,1.124,0.0,82.741653,255,4032629739,1926597763,255,0.001148,0.000995,0.000153,62,661,0,0,5,0,6,1,1,1,0,0,0,5,5,0,-1
0.004881,45,8,8,18,18,3960,2456,7170.661535,31,29,6129891.0,3802499.25,7,7,0.269941,0.257765,13.14062,0.333963,255,3371264669,1224674265,255,0.000618,0.000494,0.000124,220,136,0,0,6,0,5,1,1,3,0,0,0,3,8,0,-1
0.0,36,8,4,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.712,0.0,10.954517,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,-1
1.111121,45,7,8,14,18,1684,10168,27.89975,31,29,11260.69922,69148.17969,3,5,85.442849,65.332765,8813.474509,7716.71699,255,2800839592,652206328,255,0.000574,0.000461,0.000113,120,565,1,3924,1,0,2,1,1,1,0,0,1,4,3,0,-1
40.294174,45,8,8,66,66,3910,51808,3.25109,31,29,764.577026,10130.29785,7,26,639.584742,619.90075,104643.2311,3208.96575,255,2858998131,709749084,255,0.000764,0.000611,0.000153,59,785,0,0,3,0,4,1,1,3,0,0,0,2,8,0,-1
1e-06,15,8,4,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,9,2,3,3,2,8,0,0,0,4,9,0,-1
0.001677,15,8,7,4,4,528,304,4174.120543,31,29,1889087.75,1087656.5,0,0,0.432333,0.206,0.606462,0.284257,0,0,0,0,0.0,0.0,0.0,132,76,0,0,4,0,2,1,1,3,0,0,0,3,4,0,-1
0.075892,45,8,8,50,50,3062,32642,1304.485297,31,29,316344.2813,3372160.5,7,18,1.542551,1.526633,90.598787,2.410537,255,2141552056,41154136,255,0.001225,0.001083,0.000142,61,653,0,0,12,0,2,1,1,4,0,0,0,2,8,0,-1
