dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,labels
0.053189,45,8,8,66,68,3926,57474,2500.517106,31,29,581624.0625,8517400.0,7,27,0.8134,0.772672,48.626435,47.103774,255,3668062161,1536579784,255,0.001615,0.001416,0.000199,59,845,0,0,6,0,4,1,1,3,0,0,0,2,7,0,-1
0.004456,45,2,8,8,12,424,8824,4263.913884,31,29,666068.25,14522442.0,1,4,0.593429,0.342545,35.917568,19.946772,255,1992371380,4144423007,255,0.000824,0.000685,0.000139,53,735,0,0,3,0,4,1,1,7,0,0,0,6,6,0,-1
0.000977,15,12,7,2,2,146,178,3070.624396,31,29,597748.1875,728761.5,0,0,0.009,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,6,3,2,7,0,0,0,8,4,0,-1
0.0,36,8,4,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.72,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,-1
0.333824,45,8,8,16,18,1540,1644,98.854484,31,29,34605.05859,37217.21484,4,4,22.233734,19.600117,1481.618749,39.337004,255,2246880184,2264033679,255,0.000739,0.000613,0.000126,96,91,0,0,15,0,8,12,1,6,0,0,0,17,8,0,-1
9e-06,45,8,6,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,10,6,5,1,1,10,0,0,0,5,10,0,-1
1.21785,45,7,8,10,10,866,1368,15.601265,62,252,5123.783691,8092.950684,2,2,135.316667,126.347445,7878.612722,225.964781,255,353873597,2492788286,255,0.152648,0.080052,0.072596,87,137,1,217,1,1,1,1,1,2,0,0,1,19,1,0,-1
0.008916,45,8,8,34,36,2230,13500,7738.896449,31,29,1942575.125,11776582.0,7,11,0.269031,0.235457,16.649135,15.208398,255,2729950923,2730289052,255,0.000801,0.000667,0.000134,66,375,0,0,12,0,4,1,1,2,0,0,0,4,5,0,-1
0.24793,45,8,8,60,62,3598,48710,488.040969,31,29,114193.5234,1546404.25,7,24,4.196915,4.056098,247.717334,244.599108,255,3860139399,1715010752,255,0.000621,0.000506,0.000115,60,786,0,0,14,0,3,1,1,2,0,0,0,3,7,0,-1
0.016887,45,8,8,48,50,2958,32642,5744.063538,31,29,1372416.625,15154853.0,7,18,0.376227,0.334673,20.980434,19.356553,255,1820282139,3980955103,255,0.000608,0.000485,0.000123,62,653,0,0,8,0,5,1,1,2,0,0,0,2,5,0,-1
1.055616,45,8,8,10,6,498,268,14.209712,254,252,3402.752441,1697.586914,2,1,111.112667,180.904406,6498.513827,307.3475,255,3744201758,951489743,255,0.236242,0.151085,0.085157,50,45,0,0,7,1,1,1,1,7,0,0,0,2,7,0,-1
0.712484,45,8,8,12,8,998,718,26.667265,254,252,10273.91504,7062.614746,3,2,64.76018,93.374141,3453.491323,139.705578,255,3864604134,3556123854,255,0.099784,0.058857,0.040927,83,90,0,0,6,1,1,1,1,6,0,0,0,1,6,0,-1
0.348429,45,2,8,8,12,424,8824,54.530479,31,29,8518.234375,185725.0781,1,4,49.72757,31.625273,2958.076447,2340.632046,255,2036549899,2537277327,255,0.0007,0.000547,0.000153,53,735,0,0,2,0,5,1,1,3,0,0,0,3,5,0,-1
0.019653,45,8,8,40,42,2558,23162,4121.50818,31,29,1015621.0,9204091.0,7,14,0.509,0.465415,0.0,27.685819,255,2112263864,5423056,255,0.000691,0.000567,0.000124,64,551,0,0,9,0,1,1,1,1,0,0,0,10,2,0,-1
0.98796,45,5,8,224,238,24032,29556,466.618091,31,29,193732.5469,238325.4375,54,67,4.490727,4.183437,356.663637,345.748827,255,3438386699,3438658648,255,0.000678,0.000546,0.000132,107,124,0,0,1,0,2,1,1,4,0,0,0,4,1,0,-1
0.000955,15,12,7,2,2,146,178,3141.36127,31,29,611518.3125,745549.75,0,0,0.005,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,1,0,0,0,2,4,0,-1
3e-06,15,8,4,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,17,2,11,11,1,17,0,0,0,11,17,0,-1
0.002836,45,2,8,6,8,320,1838,4583.92111,31,29,753173.5,4538787.0,1,2,0.5046,0.327286,27.723546,0.533604,255,749204269,2898267575,255,0.000665,0.000541,0.000124,53,230,0,0,2,0,4,1,1,5,0,0,0,11,2,0,-1
6e-06,15,8,4,2,0,1066,0,166666.6608,254,0,710666624.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,35,2,10,10,1,35,0,0,0,10,35,0,-1
0.048454,45,2,8,6,8,320,1910,268.295695,31,29,44083.04688,276055.625,1,2,9.6266,6.853,671.991346,16.468779,255,2405274124,273615911,255,0.0006,0.00048,0.00012,53,239,0,0,1,0,1,1,1,2,0,0,0,2,1,0,-1
1.005667,45,7,8,14,18,1684,10168,30.825314,31,29,12441.49414,76399.04688,3,5,77.331921,59.125824,8765.815105,7674.569372,255,1732396695,1733382996,255,0.000646,0.000524,0.000122,120,565,1,3924,3,0,2,3,1,2,0,0,1,20,3,0,-1
0.279323,45,2,8,14,6,8928,320,68.021607,31,29,237459.8438,7647.060547,4,1,21.486385,55.741398,1921.651678,81.06182,255,4213745909,2275692334,255,0.000761,0.000492,0.000269,638,53,0,0,6,0,5,2,1,8,0,0,0,5,6,0,-1
0.034912,45,8,8,66,68,3926,57474,3809.578222,31,29,886113.625,12976397.0,7,27,0.532031,0.513433,30.989132,30.344411,255,1504560560,1516189214,255,0.000647,0.000508,0.000139,59,845,0,0,12,0,2,1,1,1,0,0,0,6,6,0,-1
0.811887,45,8,8,10,6,588,268,18.475477,254,252,5222.401367,2207.203613,2,1,82.043778,138.367594,4586.904422,210.217766,255,291942039,1370284389,255,0.190296,0.12004,0.070256,59,45,0,0,3,1,1,1,1,3,0,0,0,1,6,0,-1
3.593968,45,7,8,366,746,19514,1087890,309.129081,31,29,43319.25,2418345.5,2,370,9.845633,4.822589,530.133361,337.862384,255,3778518658,1644222814,255,0.001286,0.00113,0.000156,53,1458,1,524288,2,0,2,1,1,1,0,0,1,1,1,0,-1
1.126071,45,7,8,12,18,1580,10168,25.753261,31,29,10294.2002,68230.15625,3,5,102.337906,66.208116,9957.904094,8018.817483,255,3466622028,1318084934,255,0.000652,0.000529,0.000123,132,565,1,3924,2,0,2,1,1,3,0,0,1,6,2,0,-1
1.009647,45,7,8,14,18,1684,10168,30.7038,31,29,12392.4502,76097.88281,3,5,77.637,59.359353,8765.893055,7675.754048,255,272132719,273084888,255,0.000663,0.000535,0.000128,120,565,1,3924,3,0,1,2,1,1,0,0,1,4,1,0,-1
0.750831,45,8,8,10,6,830,268,19.977864,254,252,7959.181152,2386.688965,2,1,76.544778,131.880203,4123.716201,204.393766,255,3589723093,924026603,255,0.182136,0.091424,0.090712,83,45,0,0,4,1,2,1,1,4,0,0,0,2,4,0,-1
0.026865,45,8,8,60,64,3614,50140,4578.447811,31,29,1058328.625,14697785.0,7,24,0.45,0.409746,25.257117,22.767344,255,1231613480,1231950033,255,0.001192,0.001041,0.000151,60,783,0,0,4,0,4,1,1,2,0,0,0,4,6,0,-1
1.222915,45,5,8,106,114,9400,12298,179.080304,31,29,60916.74219,79750.42969,26,31,11.643915,10.817593,650.861278,627.648344,255,2864038084,714757770,255,0.000633,0.000518,0.000115,89,108,0,0,1,0,1,1,1,2,0,0,0,1,1,0,-1
0.000978,15,12,7,2,2,146,178,3067.484674,31,29,597137.0,728016.375,0,0,0.009,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,1,0,0,0,1,2,0,-1
0.503985,45,8,8,10,6,738,268,29.762791,254,252,10555.87012,3555.661377,2,1,45.702222,88.195203,2658.863405,119.295281,255,1805382329,2689114349,255,0.107632,0.063008,0.044624,74,45,0,0,6,1,1,1,1,6,0,0,0,2,6,0,-1
0.79881,45,5,8,32,24,3728,5474,68.852418,31,29,36173.80859,52538.14844,7,7,25.768065,34.699781,0.0,48.525246,255,1041575082,3191472493,255,0.000738,0.00059,0.000148,117,228,0,0,3,0,2,1,1,1,0,0,0,1,2,0,-1
0.529104,45,8,7,6,2,978,86,13.229913,62,252,12322.71973,650.155762,2,1,105.8208,0.003,5408.859989,0.0,255,1643503183,167337209,255,0.208135,0.053351,0.154784,163,43,0,0,4,3,3,2,1,4,0,0,0,3,4,0,-1
2.289686,45,8,8,32,16,21952,814,20.526832,254,252,74301.89063,2669.361572,12,3,73.294193,143.742594,5748.717596,254.115672,255,1642967353,2705535034,255,0.200861,0.133542,0.067319,686,51,0,0,3,1,1,1,1,2,0,0,0,1,2,0,-1
0.7301,45,8,8,10,8,2516,354,23.284482,254,252,24818.51953,3396.795166,2,1,81.023889,90.839141,4360.847891,167.597281,255,844877311,2575303854,255,0.214253,0.094217,0.120036,252,44,0,0,2,1,2,2,2,2,0,0,0,2,2,0,-1
0.026922,45,8,8,60,62,3614,50036,4494.465397,31,29,1056087.875,14628631.0,7,24,0.458569,0.440267,0.0,24.914575,255,772268148,2922095463,255,0.000615,0.000503,0.000112,60,807,0,0,7,0,4,1,1,4,0,0,0,3,8,0,-1
0.018397,45,8,8,16,18,1540,1644,1793.770754,31,29,627928.5,675327.5,4,4,1.205867,1.053412,73.215164,2.094884,255,4002556380,4011891262,255,0.000615,0.000483,0.000132,96,91,0,0,7,0,8,6,1,6,0,0,0,9,7,0,-1
0.037237,45,8,8,66,68,3926,57474,3571.716331,31,29,830786.5625,12166179.0,7,27,0.567154,0.556182,35.640041,36.430698,255,1174364394,1189709161,255,0.000669,0.000524,0.000145,59,845,0,0,3,0,6,1,1,1,0,0,0,3,14,0,-1
0.909934,45,8,8,10,6,558,268,16.484712,254,252,4422.298828,1969.373657,2,1,94.229111,143.422797,5099.302874,201.556578,255,696754686,3979343970,255,0.262688,0.192814,0.069874,56,45,0,0,6,1,2,1,1,3,0,0,0,1,3,0,-1
1.007168,45,7,8,12,18,1580,10168,28.793606,31,29,11509.49902,76285.1875,3,5,91.526729,59.216644,9539.696325,7682.901678,255,2616461681,2613225977,255,0.000597,0.000482,0.000115,132,565,1,3924,1,0,4,1,1,1,0,0,1,4,1,0,-1
0.796057,45,8,8,10,8,534,354,21.355255,254,252,4833.824707,3115.35498,2,1,83.535222,102.79457,5314.438072,152.079328,255,2446060345,1176560989,255,0.176623,0.076485,0.100138,53,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,-1
0.562611,45,8,8,10,6,534,268,26.661406,254,252,6839.539551,3185.149414,2,1,58.684222,90.393602,2994.710167,136.612297,255,2948821445,2865346787,255,0.169615,0.110635,0.05898,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,-1
0.814746,45,7,8,10,8,694,354,20.865398,254,252,6136.881836,3043.893311,2,1,87.967889,103.71157,5192.046637,165.854156,255,1348236611,3305947315,255,0.167981,0.088762,0.079219,69,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,-1
