dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,labels
0.154943,45,1,8,52,40,37268,3276,587.312738,31,29,1887248.75,164963.8906,18,8,3.031373,3.958795,392.138013,13.615261,255,2832128434,2833036760,255,0.000684,0.000544,0.00014,717,82,0,0,1,0,3,1,1,4,0,0,0,4,1,0,-1
1.30495,45,7,8,14,18,1684,10168,23.755699,31,29,9588.106445,58877.35156,3,5,100.354462,76.731529,9048.738216,7922.232796,255,2820709297,2843298029,255,0.000663,0.00051,0.000153,120,565,1,3924,3,0,4,1,1,1,0,0,1,1,3,0,-1
0.019294,45,8,8,16,18,1540,1644,1710.376345,31,29,598735.375,643930.75,4,4,1.2656,1.107647,77.873633,2.148498,255,3466752283,3472092074,255,0.000578,0.000461,0.000117,96,91,0,0,9,0,5,5,1,5,0,0,0,5,6,0,-1
0.816769,45,7,8,10,10,838,1292,23.262391,62,252,7394.991699,11391.22559,2,2,90.752111,82.143336,6125.766819,121.560648,255,2779320300,3416833356,255,0.121725,0.076813,0.044912,84,129,1,179,1,1,1,1,1,1,0,0,1,26,1,0,-1
0.000961,15,12,7,2,2,130,162,3121.748233,31,29,541103.0,674297.625,0,0,0.001,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,4,2,1,4,0,0,0,6,2,0,-1
0.006482,45,8,8,18,18,4320,2456,5399.568037,31,29,5035483.0,2863313.75,7,7,0.362294,0.353471,17.70727,0.537171,255,992176942,998004151,255,0.000588,0.000468,0.00012,240,136,0,0,3,0,4,1,1,3,0,0,0,4,5,0,-1
0.002694,45,2,8,6,8,320,1910,4825.538189,31,29,792873.0625,4965107.5,1,2,0.476,0.314286,26.329832,0.51084,255,1687765044,3841628487,255,0.000608,0.000491,0.000117,53,239,0,0,3,0,5,1,1,5,0,0,0,7,3,0,-1
0.023985,45,8,8,60,62,3598,48710,5044.81961,31,29,1180404.375,15984990.0,7,24,0.407086,0.381148,21.206578,20.462791,255,3566315603,1421313131,255,0.000845,0.000726,0.000119,60,786,0,0,4,0,2,1,1,2,0,0,0,1,5,0,-1
0.00428,45,2,8,8,12,424,8824,4439.252343,31,29,693457.9375,15119626.0,1,4,0.564143,0.343727,35.017769,19.751152,255,2650377336,508187777,255,0.000626,0.000496,0.00013,53,735,0,0,3,0,6,1,1,4,0,0,0,5,3,0,-1
0.001083,15,12,7,2,2,130,162,2770.083151,31,29,480147.75,598337.9375,0,0,0.01,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,3,2,1,1,0,0,0,3,2,0,-1
0.018094,45,8,8,16,18,1540,1644,1823.80905,31,29,638443.6875,686636.5,4,4,1.186133,1.037,72.074873,2.20562,255,539749087,2689114547,255,0.000584,0.000462,0.000122,96,91,0,0,4,0,7,4,1,5,0,0,0,6,24,0,-1
0.045956,45,8,8,60,62,3614,50036,2632.95322,31,29,618678.75,8569762.0,7,24,0.786983,0.743066,52.252133,50.601176,255,524914803,2674813537,255,0.000745,0.000622,0.000123,60,807,0,0,10,0,2,1,1,3,0,0,0,4,8,0,-1
8e-06,15,8,4,2,0,78,0,125000.0003,254,0,39000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,3,2,2,2,1,3,0,0,0,2,5,0,-1
0.007071,45,8,8,24,24,2158,2478,6646.867432,31,29,2340828.75,2687031.5,6,6,0.293348,0.299409,18.021892,19.56333,255,2772047173,2772319425,255,0.00061,0.000477,0.000133,90,103,0,0,8,0,4,1,1,2,0,0,0,1,3,0,-1
0.065859,45,8,8,50,50,3062,32642,1503.211465,31,29,364536.375,3885877.5,7,18,1.365583,1.334041,0.0,2.07086,255,2564617704,438771472,255,0.000616,0.000487,0.000129,61,653,0,0,3,0,1,1,1,2,0,0,0,2,8,0,-1
0.151671,45,1,8,52,40,37210,3276,599.982829,31,29,1924955.875,168522.6563,18,8,2.967,3.876,372.455668,12.846512,255,1082597632,3233217081,255,0.000632,0.000502,0.00013,716,82,0,0,1,0,2,1,1,1,0,0,0,5,1,0,-1
0.004276,45,8,8,22,14,1470,1728,8185.219902,31,29,2626754.0,3002806.5,5,4,0.2138,0.275846,12.823454,0.363095,255,2479086196,2479393558,255,0.000695,0.000566,0.000129,67,123,0,0,9,0,4,2,1,2,0,0,0,4,12,0,-1
1e-05,15,8,4,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,35,2,17,17,1,35,0,0,0,17,36,0,-1
0.001054,15,12,7,2,2,130,162,2846.299829,31,29,493358.625,614800.75,0,0,0.009,0.015,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,4,1,1,2,0,0,0,2,3,0,-1
0.0,36,8,4,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.692,0.0,10.954515,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,-1
1.615216,45,8,8,10,8,756,354,10.524908,254,252,3372.923584,1535.398315,2,1,171.517778,219.321281,10305.63575,352.052156,255,113362825,2303627836,255,0.156055,0.079959,0.076096,76,44,0,0,1,1,2,1,1,1,0,0,0,1,2,0,-1
0.001081,15,12,7,2,2,146,178,2775.208228,31,29,540240.5625,658649.4375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,1,1,1,2,0,0,0,3,2,0,-1
7.620396,45,8,6,4,0,180,0,0.39368,254,0,141.724915,0.0,3,0,2540.132,0.0,3592.28,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,11,2,2,11,0,0,0,11,11,0,-1
0.022828,45,8,8,16,18,1540,1644,1445.593152,31,29,506045.2188,544243.9375,4,4,1.609,1.316294,95.803293,2.517256,255,1977563071,1983217728,255,0.000562,0.000446,0.000116,96,91,0,0,11,0,5,5,1,10,0,0,0,12,8,0,-1
0.00452,15,8,7,4,4,568,304,1548.672581,31,29,753982.3125,403539.8125,0,0,1.231667,0.99,1.734064,1.392294,0,0,0,0,0.0,0.0,0.0,142,76,0,0,3,0,5,1,1,3,0,0,0,6,7,0,-1
0.325292,45,8,8,28,28,4480,2976,169.078863,31,29,106243.0078,70582.74219,7,7,12.036333,12.02763,708.883661,18.800682,255,1578715877,1581743332,255,0.000683,0.000542,0.000141,160,106,0,0,3,0,1,1,1,1,0,0,0,2,5,0,-1
0.019067,45,8,8,22,24,1958,2308,2360.098526,31,29,784182.0625,928095.625,6,6,0.93625,0.690348,89.261441,73.584553,255,2488339259,2494338707,255,0.003381,0.003181,0.0002,89,96,0,0,4,0,3,1,1,2,0,0,0,2,5,0,-1
0.222401,45,2,8,14,6,8928,320,85.431273,31,29,298236.0938,9604.273438,4,1,17.107769,44.317,1584.340476,67.908773,255,1395635662,3849963586,255,0.00086,0.000696,0.000164,638,53,0,0,3,0,5,1,1,4,0,0,0,5,3,0,-1
0.001147,15,12,7,2,2,146,178,2615.518738,31,29,509154.3125,620749.75,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,5,2,2,3,0,0,0,2,3,0,-1
0.016299,45,8,8,48,50,2958,32642,5951.285351,31,29,1421927.75,15701577.0,7,18,0.347457,0.321347,19.115401,17.985189,255,1808154005,1823181111,255,0.000677,0.000551,0.000126,62,653,0,0,8,0,4,1,1,2,0,0,0,2,6,0,-1
0.001016,15,12,7,2,2,146,178,2952.755752,31,29,574803.125,700787.375,0,0,0.007,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,6,1,1,1,0,0,0,2,2,0,-1
